kode_entitas;nama_entitas;sektor;subsektor;informasi_pemegang_saham_pengendali;jenis_entitas;tanggal_akhir;mata_uang;kurs_konversi;pembulatan;jumlah_aset_lancar;jumlah_aset_tidak_lancar;jumlah_aset;jumlah_liabilitas_jangka_pendek;jumlah_liabilitas_jangka_panjang;jumlah_liabilitas;saham_biasa;saham_preferen;tambahan_modal_disetor;jumlah_ekuitas_yang_diatribusikan_kepada_pemilik_entitas_induk;jumlah_ekuitas;jumlah_liabilitas_dan_ekuitas;jumlah_laba_bruto;jumlah_laba_rugi;jumlah_laba_rugi_komprehensif;laba_rugi_komprehensif_yang_dapat_diatribusikan_ke_entitas_indu;laba_rugi_yang_dapat_diatribusikan_ke_entitas_induk;laba_rugi_yang_dapat_diatribusikan_ke_kepentingan_non_pengendal
BRIS;PT Bank BRIsyariah Tbk;8. Finance;81. Bank;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;None;None;37915084.0;None;None;10894916.0;4858574.0;None;None;5026640.0;5026640.0;None;None;106600.0;107114.0;107114.0;106600.0;None
MYRX;Hanson International Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;14481.0;Satuan Penuh / Full Amount;1353932720496.0;10271254142481.0;11625186862977.0;3054697767100.0;646048724665.0;3700746491765.0;2180743857424.0;140124375000.0;5505629165907.0;6979710234354.0;7924440371212.0;11625186862977.0;526367929804.0;148793732029.0;148307842375.0;96566707085.0;97052596739.0;51741135290.0
KRAH;PT Grand Kartech Tbk;4. Miscellaneous Industry;41. Machinery And Heavy Equipment;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;436596444571.0;169459186518.0;606055631089.0;436338221754.0;111015746430.0;547353968184.0;97119000000.0;None;25988883900.0;58692346989.0;58701662905.0;606055631089.0;1686207293.0;-66731357187.0;-66700979239.0;-66699800040.0;-66730174497.0;-1182690.0
SSTM;Sunson Textile Manufacturer Tbk;4. Miscellaneous Industry;43. Textile, Garment;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;294172560216.0;268001620681.0;562174180897.0;131917686499.0;215006169768.0;346923856267.0;292727295250.0;None;70622704211.0;215250324630.0;215250324630.0;562174180897.0;11736291715.0;1112037917.0;2784652907.0;2784652907.0;1112037917.0;None
SOCI;PT Soechi Lines Tbk.;7. Infrastructure, Utilities And Transportation;74. Transportation;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Dollar Amerika / USD;14481.0;Satuan Penuh / Full Amount;93316023.0;576561394.0;669877417.0;36719559.0;305944319.0;342663878.0;65774670.0;None;102233949.0;326911887.0;327213539.0;669877417.0;48499973.0;13408479.0;13602935.0;13570029.0;13375119.0;33360.0
APIA;PT Angkasa Pura II (Persero);7. Infrastructure, Utilities And Transportation;72. Toll Road, Airport, Harbor And Allied Products;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;5507894339826.0;33012920172077.0;38520814511903.0;4796881775256.0;10106947906761.0;14903829682017.0;7000000000000.0;None;4434923823602.0;23616722407353.0;23616984829886.0;38520814511903.0;9486855085377.0;1911552377626.0;1880800876078.0;1880858482359.0;1911610117788.0;-57740162.0
DIGI;PT Arkadia Digital Media Tbk;9. Trade, Services & Investment;97. Computer And Services;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;11967211829.0;27904012916.0;39871224745.0;694117482.0;1355412205.0;2049529687.0;32500000000.0;None;11690000000.0;37815600340.0;37821695058.0;39871224745.0;14202065395.0;110350260.0;609113072.0;605715845.0;106953033.0;3397227.0
TDPM;PT Tridomain Performance Materials Tbk.;3. Basic Industry And Chemicals;34. Chemicals;Foreign Corporation;Foreign Company;31/12/18;Dollar Amerika / USD;14481.0;Satuan Penuh / Full Amount;164592665.0;139611407.0;304204072.0;74412300.0;86766742.0;161179042.0;105489193.0;None;9963243.0;137025385.0;143025030.0;304204072.0;40277387.0;12932499.0;13924984.0;13308137.0;12331712.0;600787.0
PUDP;Pudjiadi Prestige Tbk;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;14481.0;Satuan Penuh / Full Amount;153016153299.0;336514425934.0;489530579233.0;38656037898.0;112698704991.0;151354742889.0;164780000000.0;None;-37593011275.0;338056172700.0;338175836344.0;489530579233.0;53501182118.0;5726799950.0;5225723370.0;5227598116.0;5728674696.0;-1874746.0
DSSA;Dian Swastatika Sentosa Tbk;2. Mining;21. Coal Mining;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Dollar Amerika / USD;None;Satuan Penuh / Full Amount;793587813.0;2593203070.0;3386790883.0;651017400.0;1222479637.0;1873497037.0;72498628.0;None;10531355.0;1384782809.0;1513293846.0;3386790883.0;628735210.0;120745047.0;77085365.0;49760463.0;89354319.0;31390728.0
HRTA;PT Hartadinata Abadi Tbk;5. Consumer Goods Industry;19. Others - Agriculture;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;1430530685815.0;106500866664.0;1537031552479.0;388009846474.0;56298486981.0;444308333455.0;460526240000.0;None;204253025000.0;1092705818012.0;1092723219024.0;1537031552479.0;258099667214.0;123393863438.0;123814326619.0;123821925607.0;123401462426.0;-7598988.0
DEWA;Darma Henwa Tbk;2. Mining;21. Coal Mining;Foreign Corporation;Foreign Company;31/12/18;Dollar Amerika / USD;14481.0;Satuan Penuh / Full Amount;108985511.0;306112921.0;415098432.0;137066835.0;47227461.0;184294296.0;241169504.0;None;78777981.0;230673419.0;230804136.0;415098432.0;23811569.0;2565336.0;3251602.0;3241917.0;2555651.0;9685.00.00
MTDL;Metrodata Electronics Tbk;9. Trade, Services & Investment;97. Computer And Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;14481.0;Jutaan / In Million;4294397.0;558379.0;4852776.0;2095378.0;157167.0;2252545.0;122769.0;None;183179.0;1804546.0;2600231.0;4852776.0;1007735.0;426084.0;442091.0;301951.0;288044.0;138040.0
MDRN;Modern Internasional Tbk;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);Individual WNI;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;169266553347.0;649506754959.0;818773308306.0;820704808177.0;401176856361.0;1221881664538.0;503216779800.0;None;671395823551.0;-403108357232.0;-403108356232.0;818773308306.0;35410294470.0;-38577464422.0;-38264645422.0;-38264645422.0;-38577464422.0;None
EMDE;Megapolitan Developments Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;1469006184275.0;627608075877.0;2096614260152.0;484290316125.0;807732391654.0;1292022707779.0;335000000000.0;None;126054412723.0;800724782101.0;804591552373.0;2096614260152.0;101928302566.0;16095009620.0;17660985215.0;17507541031.0;15943111996.0;151897624.0
UNVR;Unilever Indonesia Tbk;5. Consumer Goods Industry;54. Cosmetics And Household;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;8325029.0;11197941.0;19522970.0;11134786.0;810051.0;11944837.0;76300.0;None;96000.0;7578133.0;7578133.0;19522970.0;21092273.0;9109445.0;9386195.0;9386195.0;9109445.0;None
TBIG;PT Tower Bersama Infrastructure Tbk;7. Infrastructure, Utilities And Transportation;75. Non Building Construction;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;2027465.0;27086282.0;29113747.0;6424937.0;19009245.0;25434182.0;453140.0;None;-499660.0;3370679.0;3679565.0;29113747.0;3534055.0;702632.0;1772575.0;1740522.0;680581.0;22051.0
GEMA;Gema Grahasarana Tbk;9. Trade, Services & Investment;99. Others - Trade Services & Investment;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;587179039123.0;399619647260.0;986798686383.0;454054273803.0;106701019905.0;560755293708.0;32000000000.0;None;7942136270.0;425743630108.0;426043392675.0;986798686383.0;229508771632.0;21618512703.0;28274731191.0;28270378575.0;21623861964.0;-5349261.0
PLAS;Polaris Investama Tbk;9. Trade, Services & Investment;98. Investment Company;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;12306556609.0;178383620166.0;190690176775.0;35592963383.0;00.00;35592963383.0;140920000000.0;None;5928608283.0;164438674701.0;155097213392.0;190690176775.0;None;413213440.0;413213440.0;-2172389845.0;-2172389845.0;2585603285.0
POOL;Pool Advista Indonesia Tbk;9. Trade, Services & Investment;98. Investment Company;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;1201313012825.0;89480626598.0;1290793639423.0;338267993184.0;2701944620.0;340969937804.0;562542787250.0;None;820293294.0;868145424128.0;949823701619.0;1290793639423.0;298410987.0;-60865054994.0;-50933288251.0;-52609525860.0;-62540088451.0;1675033457.0
DART;Duta Anggada Realty Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Ribuan / In Thousand;320389809.0;6584896585.0;6905286394.0;814186066.0;2515185313.0;3329371379.0;1570695481.0;None;454133542.0;3575908958.0;3575915015.0;6905286394.0;204498056.0;13121021.0;16448459.0;16451309.0;13123871.0;-2850.0
CTRA;Ciputra Development Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;16151959.0;18137058.0;34289017.0;7994843.0;9649898.0;17644741.0;4640076.0;None;3591865.0;14373791.0;16644276.0;34289017.0;3628267.0;1302702.0;1326395.0;1211001.0;1185478.0;117224.0
CNTX;Centex Tbk;4. Miscellaneous Industry;43. Textile, Garment;National and Foreign Corporation;Joint Venture - Indonesia Jurisdiction;31/03/19;Dollar Amerika / USD;None;Satuan Penuh / Full Amount;18968302.0;28524158.0;47492460.0;32552834.0;15287760.0;47840594.0;18396572.0;None;92800.0;-348134.0;-348134.0;47492460.0;5364870.0;-205434.0;-57743.0;-57743.0;-205434.0;00.00
MINA;PT Sanurhasta Mitra Tbk.;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;14481.0;Satuan Penuh / Full Amount;33303099670.0;92286679794.0;125589779464.0;2063592531.0;429283660.0;2492876191.0;131250000000.0;None;-7987932791.0;122962659492.0;123096903273.0;125589779464.0;8370830717.0;1967125872.0;21278717.0;30378967.0;1968950745.0;-1824873.0
APOL;Arpeni Pratama Ocean Line Tbk;7. Infrastructure, Utilities And Transportation;74. Transportation;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;296159247575.0;600043258828.0;896202506403.0;6819108508641.0;70340364200.0;6889448872841.0;1316838500000.0;None;345987288597.0;-5931996576368.0;-5993246366438.0;896202506403.0;None;-250128938355.0;-421889903109.0;-421720781103.0;-249954441010.0;-174497345.0
BMAS;PT Bank Maspion Indonesia Tbk.;8. Finance;81. Bank;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Ribuan / In Thousand;None;None;6694023677.0;None;None;5493283082.0;444346154.0;None;296930018.0;1200740595.0;1200740595.0;None;None;71013866.0;74130899.0;74130899.0;71013866.0;None
PEHA;PT Phapros Tbk.;5. Consumer Goods Industry;53. Pharmaceuticals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Ribuan / In Thousand;1008461509.0;860202037.0;1868663546.0;971332958.0;107532251.0;1078865209.0;84000000.0;None;17139103.0;768987919.0;789798337.0;1868663546.0;583024293.0;133292514.0;155846275.0;154862500.0;132306708.0;985806.0
ARGO;Argo Pantes Tbk;4. Miscellaneous Industry;43. Textile, Garment;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Dollar Amerika / USD;None;Satuan Penuh / Full Amount;13514505.0;74809383.0;88323888.0;110798541.0;57599885.0;168398426.0;72473905.0;None;108224921.0;-80074538.0;-80074538.0;88323888.0;-2813144.0;-8186633.0;-7778459.0;-7778459.0;-8186633.0;None
MAPA;PT MAP Aktif Adiperkasa Tbk.;9. Trade, Services & Investment;93. Retail Trade;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;2841145.0;803998.0;3645143.0;1152314.0;157523.0;1309837.0;285040.0;None;840912.0;2332894.0;2335306.0;3645143.0;2827678.0;353321.0;363364.0;363454.0;353411.0;-90.0
EKAD;Ekadharma International Tbk;3. Basic Industry And Chemicals;34. Chemicals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;465208782562.0;388058671838.0;853267454400.0;91381683504.0;37303269649.0;128684953153.0;34938750000.0;None;138490000.0;700390073915.0;724582501247.0;853267454400.0;202755919079.0;74045187763.0;74342725782.0;72652803993.0;72355265974.0;1689921789.0
ULTJ;Ultra Jaya Milk Industry Tbk;5. Consumer Goods Industry;51. Food And Beverages;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;2793521.0;2762350.0;5555871.0;635161.0;145754.0;780915.0;577676.0;None;51251.0;4660272.0;4774956.0;5555871.0;1956276.0;701607.0;702345.0;699214.0;697784.0;3823.00.00
IMPC;PT Impack Pratama Industri Tbk;3. Basic Industry And Chemicals;35. Plastics & Packaging;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;1220137554014.0;1150061263789.0;2370198817803.0;342328901816.0;655646584965.0;997975486781.0;48335000000.0;None;168919315136.0;1115808312757.0;1372223331022.0;2370198817803.0;416646551469.0;105523929164.0;121885045875.0;102042967921.0;86440795418.0;19083133746.0
PORT;PT Nusantara Pelabuhan Handal Tbk.;7. Infrastructure, Utilities And Transportation;74. Transportation;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Ribuan / In Thousand;747599742.0;1322400162.0;2069999904.0;409115604.0;726305060.0;1135420664.0;281394199.0;None;243798490.0;944714037.0;934579240.0;2069999904.0;360779970.0;-42205111.0;-30840971.0;12031231.0;743321.0;-42948432.0
AUTO;Astra Otoparts Tbk;4. Miscellaneous Industry;42. Automotive And Components;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;6013683.0;9875965.0;15889648.0;4066699.0;559314.0;4626013.0;481973.0;None;2914054.0;10207884.0;11263635.0;15889648.0;1872849.0;680801.0;747442.0;666822.0;610985.0;69816.0
TBMS;Tembaga Mulia Semanan Tbk;3. Basic Industry And Chemicals;33. Metal And Allied Products;Foreign Corporation;Foreign Company;31/12/18;Dollar Amerika / USD;14481.0;Satuan Penuh / Full Amount;148105708.0;42848448.0;190954156.0;147744803.0;314169.0;148058972.0;12438142.0;None;23918280.0;42895184.0;42895184.0;190954156.0;23169477.0;6377441.0;6377441.0;6377441.0;6377441.0;None
SOTS;PT Satria Mega Kencana Tbk.;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;93843638956.0;362520400851.0;456364039807.0;23859080993.0;94976996495.0;118836077488.0;100000000000.0;None;14489464370.0;325014580551.0;337527962319.0;456364039807.0;None;-26021034590.0;5294494941.0;5877674064.0;-24284990477.0;-1736044113.0
NASA;PT Ayana Land International Tbk;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;217922981565.0;950285755953.0;1168208737518.0;30129016827.0;54174000000.0;84303016827.0;1100491564200.0;None;19570860.0;1086410917878.0;1083905720691.0;1168208737518.0;12490380319.0;257706783.0;257706783.0;2839936728.0;2839936728.0;-2582229945.0
BLTA;Berlian Laju Tanker Tbk;7. Infrastructure, Utilities And Transportation;74. Transportation;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Dollar Amerika / USD;14481.0;Satuan Penuh / Full Amount;7910239.0;63438294.0;71348533.0;12833718.0;29546979.0;42380697.0;163636458.0;00.00;1115631835.0;28967836.0;28967836.0;71348533.0;3482711.0;5425807.0;-3872611.0;-3872611.0;5425807.0;00.00
DFAM;PT Dafam Property Indonesia Tbk;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;128271886181.0;207326670209.0;335598556390.0;70132510231.0;189202035485.0;259334545716.0;177840560000.0;None;-87696252788.0;78477210798.0;76264010674.0;335598556390.0;84110902849.0;651990026.0;1612780360.0;1096632755.0;193406170.0;458583856.0
ARTA;Arthavest Tbk;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;14481.0;Satuan Penuh / Full Amount;73149118953.0;358523685885.0;431672804838.0;9414766990.0;54497512512.0;63912279502.0;89334835000.0;None;1116892763.0;193967672421.0;367760525336.0;431672804838.0;60133161658.0;7498492703.0;13375126257.0;10793710403.0;6375798790.0;1122693913.0
PPRO;PT PP Properti Tbk.;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;10413442231664.0;6062278254620.0;16475720486284.0;5685378489565.0;4971773985836.0;10657152475401.0;1541891797075.0;None;1745915355605.0;5272337608144.0;5818568010883.0;16475720486284.0;662576503722.0;496783496821.0;604770296377.0;579177654944.0;471257608301.0;25525888520.0
KPIG;MNC Land Tbk;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;4103538241550.0;13417825304213.0;17521363545763.0;1048185860149.0;3533813411649.0;4581999271798.0;7407912279000.0;None;347364662784.0;12683769608263.0;12939364273965.0;17521363545763.0;426081660169.0;665478680370.0;584693825991.0;538169850210.0;619842738212.0;45635942158.0
CMPP;PT AirAsia Indonesia Tbk;7. Infrastructure, Utilities And Transportation;74. Transportation;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;459842437838.0;2385202774515.0;2845045212353.0;2806387704648.0;840832867059.0;3647220571707.0;2671281110250.0;None;163673995500.0;-807072030748.0;-802175359354.0;2845045212353.0;4232768047707.0;-907024833708.0;-849408654660.0;-849692704748.0;-907290672982.0;265839274.0
MRAT;Mustika Ratu Tbk;5. Consumer Goods Industry;54. Cosmetics And Household;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;382330851179.0;129556932688.0;511887783867.0;122929175890.0;20984611197.0;143913787087.0;53500000000.0;None;56710000000.0;367924468763.0;367973996780.0;511887783867.0;174335515518.0;-2256476497.0;1242582776.0;1241585307.0;-2257132420.0;655923.0
ASGR;Astra Graphia Tbk;9. Trade, Services & Investment;97. Computer And Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;1764349.0;506995.0;2271344.0;724854.0;62259.0;787113.0;134878.0;None;57313.0;1484227.0;1484231.0;2271344.0;842868.0;270404.0;272298.0;272298.0;270404.0;None
JIHD;Jakarta International Hotels & Development Tbk;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Ribuan / In Thousand;669848678.0;5936840355.0;6606689033.0;761651899.0;845715126.0;1607367025.0;1164520241.0;None;655921361.0;3634278795.0;4999322008.0;6606689033.0;1068643406.0;158378702.0;168176775.0;20930188.0;14780624.0;143598078.0
BRNA;Berlina Tbk;3. Basic Industry And Chemicals;35. Plastics & Packaging;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Ribuan / In Thousand;811798388.0;1649527795.0;2461326183.0;825079803.0;512974818.0;1338054621.0;48955500.0;None;246579048.0;1058559194.0;1123271562.0;2461326183.0;84447793.0;-23662406.0;274015486.0;245288047.0;-33627973.0;9965567.0
JKON;Jaya Konstruksi Manggala Pratama Tbk;6. Property, Real Estate And Building Construction;62. Building Construction;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Ribuan / In Thousand;2510268566.0;2293988222.0;4804256788.0;1933630733.0;288129800.0;2221760533.0;326170397.0;None;560092534.0;2519469311.0;2582496255.0;4804256788.0;865017966.0;268229012.0;273976625.0;271804003.0;266049183.0;2179829.0
SRAJ;Sejahteraraya Anugrahjaya Tbk;9. Trade, Services & Investment;96. Healthcare;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;546568955243.0;2192314630804.0;2738883586047.0;772702399108.0;123461098798.0;896163497906.0;1200070544500.0;None;1124816856453.0;1841715777415.0;1842720088141.0;2738883586047.0;187343249244.0;-95600579196.0;-87551270412.0;-87374617045.0;-95418538172.0;-182041024.0
OCAP;ONIX CAPITAL Tbk;9. Trade, Services & Investment;96. Healthcare;No Controlling Shareholder;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;3662594596.0;65137639757.0;68800234353.0;34402484345.0;201467099312.0;235869583657.0;54640000000.0;None;-378724393.0;-167069349447.0;-167069349304.0;68800234353.0;9765067232.0;-26782111219.0;-26101698522.0;-26101698481.0;-26782111177.0;-42.0
PTSN;Sat Nusapersada Tbk;4. Miscellaneous Industry;46. Electronics;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/18;Dollar Amerika / USD;14481.0;Satuan Penuh / Full Amount;219185741.0;68390399.0;287576140.0;202957153.0;14967016.0;217924169.0;32329685.0;None;25222904.0;69646623.0;69651971.0;287576140.0;26554306.0;12000369.0;12608200.0;12608229.0;12000398.0;-29.0
PADI;Minna Padi Investama Sekuritas Tbk;8. Finance;83. Securities Company;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;14481.0;Satuan Penuh / Full Amount;None;None;543334863433.0;None;None;19272423025.0;282681163100.0;None;245759273.0;524062440408.0;524062440408.0;543334863433.0;None;21211928013.0;38907989105.0;38907989105.0;21211928013.0;None
BUMI;Bumi Resources Tbk;2. Mining;21. Coal Mining;National and Foreign Corporation;Foreign Company;31/12/18;Dollar Amerika / USD;None;Satuan Penuh / Full Amount;460903744.0;3445870195.0;3906773939.0;1158996222.0;2244165876.0;3403162098.0;1832624633.0;None;1600336728.0;-197383345.0;503611841.0;3906773939.0;146504933.0;158218349.0;158777315.0;220970737.0;220411771.0;-62193422.0
ALDO;Alkindo Naratama Tbk;3. Basic Industry And Chemicals;38. Pulp & Paper;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;14481.0;Satuan Penuh / Full Amount;373344346111.0;152784969052.0;526129315163.0;231453796427.0;23085301266.0;254539097693.0;55000000000.0;None;16913109711.0;177143587738.0;271590217470.0;526129315163.0;151349108450.0;42506275523.0;43047394294.0;24537636213.0;24249023997.0;18257251526.0
BBRM;Pelayaran Nasional Bina Buana Raya Tbk;7. Infrastructure, Utilities And Transportation;74. Transportation;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Dollar Amerika / USD;None;Satuan Penuh / Full Amount;7318059.0;78375523.0;85693582.0;8851742.0;54126603.0;62978345.0;54270862.0;None;33628332.0;22715237.0;22715237.0;85693582.0;-1116649.0;-8054745.0;-7966740.0;-7966740.0;-8054745.0;None
BISI;BISI INTERNATIONAL Tbk;1. Agriculture;11. Crops;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;2168084.0;596926.0;2765010.0;395388.0;59692.0;455080.0;300000.0;None;99910.0;2309509.0;2309930.0;2765010.0;858890.0;403870.0;409839.0;409790.0;403822.0;48.00.00
GGRM;Gudang Garam Tbk;5. Consumer Goods Industry;52. Tobacco Manufacturers;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;45284719.0;23812500.0;69097219.0;22003567.0;1960367.0;23963934.0;962044.0;None;53700.0;45133233.0;45133285.0;69097219.0;18644327.0;7793068.0;7968008.0;7966762.0;7791822.0;1246.00.00
AMIN;PT Ateliers Mecaniques D Indonesie Tbk.;4. Miscellaneous Industry;41. Machinery And Heavy Equipment;Individual Foreign, Non-Residential;Local Company - Indonesia Jurisdiction;31/01/19;Rupiah / IDR;None;Satuan Penuh / Full Amount;292588867203.0;112133189751.0;404722056954.0;167420913753.0;30077411946.0;197498325699.0;108000000000.0;None;7166500000.0;207223731255.0;207223731255.0;404722056954.0;85380301260.0;32352159254.0;33725292444.0;33725292444.0;32352159254.0;None
SRSN;Indo Acidatama Tbk;3. Basic Industry And Chemicals;34. Chemicals;No Controlling Shareholder;Foreign Company;31/12/18;Rupiah / IDR;None;Ribuan / In Thousand;448247260.0;238529951.0;686777211.0;182749220.0;26239975.0;208989195.0;301000000.0;None;600000.0;477788016.0;477788016.0;686777211.0;142895611.0;38735092.0;62282117.0;62282117.0;38735092.0;None
IGAR;Champion Pacific Indonesia Tbk;3. Basic Industry And Chemicals;35. Plastics & Packaging;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;416191470229.0;154006340469.0;570197810698.0;72223978098.0;15059589263.0;87283567361.0;48610225000.0;None;29000000.0;346122962226.0;482914243337.0;570197810698.0;101127790116.0;44672438405.0;45825707894.0;34628255297.0;33806003190.0;10866435215.0
GLOB;Global Teleshop Tbk;9. Trade, Services & Investment;93. Retail Trade;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;22136300869.0;15043827644.0;37180128513.0;258420563998.0;484071843890.0;742492407888.0;111111200000.0;None;122642169422.0;-705310016588.0;-705312279375.0;37180128513.0;34827108468.0;-21385174417.0;-21280240845.0;-21280148901.0;-21385082473.0;-91944.0
UNTR;United Tractors Tbk;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;55651808.0;60629209.0;116281017.0;48785716.0;10444622.0;59230338.0;932534.0;None;9703937.0;53779330.0;57050679.0;116281017.0;21202526.0;11498409.0;12539901.0;12057482.0;11125626.0;372783.0
MEDC;PT Medco Energi Internasional Tbk;2. Mining;22. Crude Petroleum & Natural Gas Production;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Dollar Amerika / USD;14481.0;Satuan Penuh / Full Amount;1827115361.0;3425278385.0;5252393746.0;1101979278.0;2763153161.0;3865132439.0;109444392.0;None;372143976.0;1219199616.0;1387261307.0;5252393746.0;632175587.0;-28372936.0;-19580324.0;-44858148.0;-51302236.0;22929300.0
